Instcode;Unieknr;Volgnrar;Aadnstvb;Ingdatdv;Eindatdv;HOOPgeb;Functcat;WelGeenHGL;Salschal;Taakomv;Aanst_22;Peildat
AAA;486511;1;V;20160101;99990101;RECH;10840;0;10;10000;L;20171231
AAA;486511;1;T;19000101;99990101;RECH;10840;0;10;10000;L;20181231
AAA;486529;1;T;20160101;99990101;ECON;10830;0;11;10000;L;20171231
AAA;486678;1;V;20030101;99990101;NATU;10930;0;11;1000;V;20171231
AAA;486678;1;V;19000101;99990101;NATU;10930;0;11;1000;V;20181231
AAA;48685;1;V;20060101;99990101;ECON;10720;0;12;9500;V;20171231
AAA;48685;1;V;19000101;99990101;ECON;10710;0;12;9500;V;20181231
AAA;486879;1;T;20160101;99990101;ECON;11010;0;10;10000;K;20171231
AAA;487;1;V;20040101;99990101;NATU;10710;0;12;10000;V;20191231
AAA;487;1;V;19000101;99990101;NATU;10620;0;13;10000;V;20201231
AAA;488;1;V;20040101;99990101;G&M;100220;0;8;6000;V;20191231
AAA;488;1;T;19000101;99990101;DIV;80410;0;11;10000;K;20201231
AAA;488047;1;V;20090101;99990101;RECH;30810;0;8;10000;V;20171231
AAA;488047;1;V;19000101;99990101;RECH;30810;0;8;10000;V;20181231
AAA;488246;1;T;19000101;99990101;G&M;10720;0;11;10000;L;20181231
AAA;488344;1;T;19000101;99990101;NATU;10940;0;10;10000;K;20181231
AAA;488889;1;V;20000101;99990101;NATU;10720;0;11;8000;V;20171231
AAA;488889;1;V;19000101;99990101;NATU;10720;0;11;8000;V;20181231
AAA;489;1;V;19000101;99990101;G&M;990900;0;7;2500;V;20191231
AAA;489;1;T;19000101;99990101;DIV;80605;0;12;5000;K;20201231
AAA;489222;1;V;20030101;99990101;G&M;10520;1;16;10000;V;20171231
AAA;489222;1;V;19000101;99990101;G&M;10520;1;16;10000;V;20181231
AAA;489235;1;T;20170101;99990101;ECON;30230;0;99;3000;K;20171231
AAA;489235;1;T;19000101;99990101;ECON;30230;0;99;3000;K;20181231
AAA;489286;1;V;20030101;99990101;ECON;21020;0;9;10000;V;20171231
AAA;489286;1;V;19000101;99990101;ECON;21020;0;9;10000;V;20181231
AAA;48947;1;V;20150101;99990101;DIV;70710;0;16;10000;V;20171231
AAA;48947;1;V;19000101;99990101;DIV;70710;0;16;10000;V;20181231
AAA;489757;1;V;20020101;99990101;DIV;30310;0;7;9000;V;20171231
AAA;489757;1;V;19000101;99990101;DIV;30310;0;7;9000;V;20181231
AAA;489846;1;T;20160101;99990101;G&M;10840;0;10;10000;K;20171231
AAA;489940;1;V;19000101;99990101;G&M;10620;0;13;5000;V;20181231
AAA;489989;1;T;20160101;99990101;NATU;11010;0;10;10000;K;20171231
AAA;489989;1;T;19000101;99990101;NATU;11010;0;10;10000;K;20181231
AAA;49;1;V;20040101;99990101;DIV;60110;0;12;10000;V;20191231
AAA;49;1;T;19000101;99990101;NATU;11010;0;10;10000;K;20201231
AAA;490;1;T;20040101;99990101;G&M;10830;0;11;10000;K;20191231
AAA;490;1;T;19000101;99990101;DIV;71040;0;11;9000;K;20201231
AAA;490166;1;V;20160101;99990101;DIV;70920;0;9;8000;V;20171231
AAA;490166;1;V;19000101;99990101;DIV;60430;0;10;10000;V;20181231
AAA;490199;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20181231
AAA;49038;1;V;20100101;99990101;DIV;90320;0;10;8000;V;20171231
AAA;49038;1;V;19000101;99990101;DIV;90320;0;11;8000;V;20181231
AAA;490384;1;V;20070101;99990101;ECON;10510;1;18;10000;V;20171231
AAA;490384;1;V;19000101;99990101;ECON;10510;1;18;10000;V;20181231
AAA;490939;1;T;19000101;99990101;NATU;11010;0;10;10000;L;20181231
AAA;491;1;T;20040101;99990101;G&M;11010;0;10;10000;K;20191231
AAA;491;1;V;19000101;99990101;DIV;60830;0;8;10000;V;20201231
AAA;491267;1;V;20110101;99990101;NATU;10920;0;12;1000;V;20171231
AAA;491267;1;V;19000101;99990101;NATU;10920;0;12;1000;V;20181231
AAA;491304;1;V;20160101;99990101;ECON;30820;0;7;6000;V;20171231
AAA;491304;1;V;19000101;99990101;ECON;30820;0;7;7000;V;20181231
AAA;491422;1;T;20170101;99990101;G&M;90230;0;7;5000;K;20171231
AAA;49153;1;V;20170101;99990101;RECH;100230;0;7;7000;V;20171231
AAA;49153;1;V;19000101;99990101;RECH;100220;0;8;7000;V;20181231
AAA;49155;1;T;20150101;99990101;RECH;11010;0;10;10000;K;20171231
AAA;49155;1;T;19000101;99990101;RECH;10720;0;10;10000;K;20181231
AAA;491781;1;V;20060101;99990101;G&M;10520;1;16;10000;V;20171231
AAA;491781;1;V;19000101;99990101;G&M;10520;1;16;10000;V;20181231
AAA;491897;1;V;19990101;99990101;DIV;51710;0;10;10000;V;20171231
AAA;491897;1;V;19000101;99990101;DIV;51710;0;10;5200;V;20181231
AAA;492;1;V;20040101;99990101;G&M;21030;0;8;5000;V;20191231
AAA;492;1;V;19000101;99990101;G&M;30210;0;6;8000;V;20201231
AAA;49200;1;V;20120101;99990101;DIV;10710;0;12;10000;V;20171231
AAA;49200;1;V;19000101;99990101;NATU;10710;0;12;10000;V;20181231
AAA;492183;1;T;20170101;99990101;DIV;11010;0;10;10000;K;20171231
AAA;492183;1;T;19000101;99990101;NATU;11010;0;10;10000;L;20181231
AAA;492187;1;T;20170101;99990101;NATU;21040;0;7;6000;K;20171231
AAA;492187;1;T;19000101;99990101;NATU;21040;0;7;4000;K;20181231
AAA;492267;1;T;19000101;99990101;NATU;71040;0;10;10000;K;20181231
AAA;492503;1;V;20080101;99990101;DIV;60210;0;12;9000;V;20171231
AAA;492503;1;V;19000101;99990101;DIV;60210;0;12;9000;V;20181231
AAA;493;1;V;20040101;99990101;G&M;10930;0;10;4000;V;20191231
AAA;493;1;T;19000101;99990101;G&M;11010;0;10;10000;K;20201231
AAA;493323;1;V;20070101;99990101;ECON;10610;0;14;10000;V;20171231
AAA;493323;1;V;19000101;99990101;ECON;10610;0;14;10000;V;20181231
AAA;493518;1;V;20120101;99990101;DIV;90330;0;10;8000;V;20171231
AAA;493838;1;V;20160101;99990101;ECON;10620;0;13;10000;V;20171231
AAA;493838;1;V;19000101;99990101;ECON;10620;0;13;10000;V;20181231
AAA;494;1;V;20040101;99990101;ECON;71030;0;12;8000;V;20191231
AAA;494;2;T;19000101;99990101;DIV;60440;0;9;4500;K;20201231
AAA;494;1;T;19000101;99990101;DIV;60820;0;9;4500;K;20201231
AAA;494037;1;V;20030101;99990101;DIV;20110;0;7;5000;V;20171231
AAA;494037;1;V;19000101;99990101;DIV;20110;0;7;5000;V;20181231
AAA;494059;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20181231
AAA;49409;1;T;19000101;99990101;G&M;10520;1;15;2000;L;20181231
AAA;494120;1;T;20140101;99990101;NATU;11010;0;10;10000;K;20171231
AAA;494120;1;T;19000101;99990101;NATU;11010;0;10;10000;K;20181231
AAA;494127;1;T;20160101;99990101;NATU;11010;0;10;10000;K;20171231
AAA;494127;1;T;19000101;99990101;NATU;11010;0;10;10000;L;20181231
AAA;494353;1;V;20150101;99990101;T&C;10710;0;12;10000;V;20171231
AAA;494559;1;V;20040101;99990101;DIV;90120;0;12;10000;V;20171231
AAA;494559;1;V;19000101;99990101;DIV;90120;0;12;10000;V;20181231
AAA;49464;1;T;20170101;99990101;ECON;990500;0;99;2500;K;20171231
AAA;49464;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20181231
AAA;495;1;V;20040101;99990101;ECON;10610;0;14;10000;V;20191231
AAA;495;1;V;19000101;99990101;ECON;10520;0;16;10000;V;20201231
AAA;495383;1;T;20150101;99990101;G&M;10840;0;10;10000;K;20171231
AAA;495902;1;T;20170101;99990101;ECON;990100;1;16;2500;K;20171231
AAA;495902;1;T;19000101;99990101;ECON;10520;1;16;2500;K;20181231
AAA;495950;1;V;19990101;99990101;DIV;71130;0;8;8000;V;20171231
AAA;495950;1;V;19000101;99990101;DIV;71130;0;8;8000;V;20181231
AAA;496;1;V;20040101;99990101;ECON;10520;1;16;10000;V;20191231
AAA;496;1;V;19000101;99990101;ECON;10610;0;14;10000;V;20201231
AAA;496212;1;V;20150101;99990101;G&M;10710;0;12;10000;V;20171231
AAA;496212;1;V;19000101;99990101;G&M;10710;0;12;10000;V;20181231
AAA;496573;1;T;20170101;99990101;RECH;11010;0;10;10000;K;20171231
AAA;496573;1;T;19000101;99990101;RECH;11010;0;10;10000;K;20181231
AAA;496600;1;V;19000101;99990101;G&M;10710;0;12;10000;V;20181231
AAA;496712;1;V;20010101;99990101;RECH;10520;1;16;10000;V;20171231
AAA;496712;1;V;19000101;99990101;RECH;10510;1;17;10000;V;20181231
AAA;497;1;V;20040101;99990101;NATU;10520;1;16;10000;V;20191231
AAA;497;1;V;19000101;99990101;NATU;21040;0;7;9000;V;20201231
AAA;497286;1;T;20150101;99990101;ECON;11010;0;10;5000;K;20171231
AAA;497286;1;T;19000101;99990101;ECON;11010;0;10;5000;L;20181231
AAA;497854;1;T;20160101;99990101;ECON;21040;0;7;10000;K;20171231
AAA;498;1;V;20040101;99990101;NATU;10830;0;11;10000;V;20191231
AAA;498;1;T;19000101;99990101;ECON;70910;0;8;10000;K;20201231
AAA;498051;1;T;19000101;99990101;G&M;10840;0;10;10000;K;20181231
AAA;498059;1;V;20140101;99990101;NATU;10720;0;11;10000;V;20171231
AAA;498059;1;V;19000101;99990101;NATU;10710;0;12;10000;V;20181231
AAA;498068;1;V;20160101;99990101;NATU;30820;0;7;8500;V;20171231
AAA;498068;1;V;19000101;99990101;NATU;30820;0;7;8500;V;20181231
AAA;498203;1;V;20050101;99990101;G&M;90120;0;11;9000;V;20171231
AAA;498203;1;V;19000101;99990101;G&M;90120;0;11;9000;V;20181231
AAA;498313;1;T;20170101;99990101;ECON;11010;0;10;10000;K;20171231
AAA;498313;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20181231
AAA;498479;1;V;20130101;99990101;NATU;90230;0;7;1000;V;20171231
AAA;498479;2;V;20160101;99990101;NATU;100230;0;7;5000;V;20171231
AAA;499;1;T;20040101;99990101;ECON;100230;0;7;8000;K;20191231
AAA;499;1;V;19000101;99990101;NATU;10710;0;12;3000;V;20201231
AAA;499042;1;T;20170101;99990101;ECON;70930;0;9;10000;K;20171231
AAA;499042;1;V;19000101;99990101;ECON;70930;0;9;10000;V;20181231
AAA;499130;1;V;19000101;99990101;DIV;60210;0;12;10000;V;20181231
AAA;499304;1;T;20170101;99990101;G&M;10940;0;10;1000;K;20171231
AAA;499518;1;T;19000101;99990101;NATU;60440;0;9;10000;K;20181231
AAA;499758;1;T;19000101;99990101;NATU;11010;0;10;10000;L;20181231
AAA;5;1;T;20040101;99990101;RECH;11010;0;10;7000;K;20191231
AAA;5;1;V;19000101;99990101;G&M;90220;0;8;8000;V;20201231
AAA;50;1;V;20040101;99990101;G&M;10720;0;11;10000;V;20191231
AAA;50;1;V;19000101;99990101;DIV;60330;0;7;10000;V;20201231
AAA;500;1;V;20040101;99990101;G&M;10710;0;12;3000;V;20191231
AAA;500;1;V;19000101;99990101;RECH;100510;0;10;5000;V;20201231
AAA;500129;1;T;19000101;99990101;NATU;70920;0;8;6000;K;20181231
AAA;500129;1;T;19000101;99990101;NATU;21040;0;7;4000;K;20181231
AAA;500173;1;V;20140101;99990101;G&M;21430;0;7;10000;V;20171231
AAA;500173;1;T;19000101;99990101;G&M;21430;0;7;5000;T;20181231
AAA;500173;1;V;19000101;99990101;G&M;21430;0;7;5000;V;20181231
AAA;500353;1;T;20160101;99990101;G&M;11010;0;10;10000;K;20171231
AAA;500353;1;T;19000101;99990101;G&M;11010;0;10;10000;K;20181231
AAA;500630;1;V;20110101;99990101;G&M;10930;0;11;10000;V;20171231
AAA;500630;1;V;19000101;99990101;G&M;10930;0;11;10000;V;20181231
AAA;501;1;V;20040101;99990101;DIV;60130;0;9;8000;V;20191231
AAA;501;1;T;19000101;99990101;ECON;10610;0;14;1000;K;20201231
AAA;501075;1;V;20080101;99990101;G&M;70320;0;14;10000;V;20171231
AAA;501075;1;V;19000101;99990101;G&M;70320;0;14;10000;V;20181231
AAA;501387;1;T;20170101;99990101;NATU;11010;0;10;10000;K;20171231
AAA;501387;1;T;19000101;99990101;NATU;11010;0;10;10000;K;20181231
AAA;501404;1;V;20170101;99990101;DIV;30520;0;13;6000;V;20171231
AAA;501404;1;V;19000101;99990101;DIV;30520;0;13;6000;V;20181231
AAA;501516;1;V;20050101;99990101;ECON;10510;1;18;10000;V;20171231
AAA;501516;1;V;19000101;99990101;ECON;10510;1;18;10000;V;20181231
AAA;501854;1;V;19000101;99990101;ECON;70910;0;10;10000;V;20181231
AAA;501888;1;V;19000101;99990101;NATU;10710;0;12;10000;V;20181231
AAA;502;2;T;20040101;99990101;DIV;90220;0;8;990;T;20191231
AAA;502;1;V;20040101;99990101;DIV;90220;0;8;6000;V;20191231
AAA;502;1;V;19000101;99990101;G&M;21030;0;8;10000;V;20201231
AAA;502316;1;T;19000101;99990101;G&M;10940;0;10;8000;K;20181231
AAA;502370;1;V;20130101;99990101;RECH;10620;0;13;8000;V;20171231
AAA;502370;1;V;19000101;99990101;RECH;10620;0;13;8000;V;20181231
AAA;502750;1;V;19990101;99990101;DIV;30440;0;11;10000;V;20171231
AAA;502750;1;V;19000101;99990101;DIV;30440;0;11;10000;V;20181231
AAA;502760;1;T;20170101;99990101;DIV;30440;0;11;8000;K;20171231
AAA;502760;1;T;19000101;99990101;DIV;30440;0;11;8000;K;20181231
AAA;502928;1;V;20110101;99990101;G&M;10620;0;12;10000;V;20171231
AAA;502928;1;V;19000101;99990101;G&M;10620;0;12;10000;V;20181231
AAA;502993;1;V;20080101;99990101;G&M;10710;0;12;6000;V;20171231
AAA;502993;1;V;19000101;99990101;G&M;10710;0;12;6000;V;20181231
AAA;503;1;V;20040101;99990101;G&M;30820;0;8;6000;V;20191231
AAA;503;1;V;19000101;99990101;G&M;70610;0;16;10000;V;20201231
AAA;503170;1;T;20170101;99990101;G&M;21040;0;7;8000;K;20171231
AAA;503170;1;T;19000101;99990101;G&M;21040;0;7;10000;K;20181231
AAA;503179;1;V;20100101;99990101;G&M;10520;1;16;10000;V;20171231
AAA;503179;1;V;19000101;99990101;G&M;10520;1;16;10000;V;20181231
AAA;503453;1;V;20070101;99990101;G&M;10620;0;13;10000;V;20171231
AAA;503453;1;V;19000101;99990101;G&M;10620;0;13;10000;V;20181231
AAA;503504;1;T;19000101;99990101;ECON;11010;0;10;10000;L;20181231
AAA;503712;1;V;20100101;99990101;G&M;10930;0;10;4000;V;20171231
AAA;503712;1;V;19000101;99990101;G&M;10930;0;10;4000;V;20181231
AAA;503792;1;V;20070101;99990101;G&M;21030;0;8;8000;V;20171231
AAA;503792;1;V;19000101;99990101;G&M;21030;0;8;8000;V;20181231
AAA;504;1;T;20040101;99990101;ECON;11010;0;10;10000;K;20191231
AAA;504;1;V;19000101;99990101;ECON;30820;0;7;6800;V;20201231
AAA;504074;1;T;19000101;99990101;DIV;80410;0;11;10000;K;20181231
AAA;504630;1;T;20140101;99990101;G&M;10710;0;12;5000;K;20171231
AAA;504630;1;T;19000101;99990101;G&M;10710;0;12;5000;K;20181231
AAA;504664;1;V;20170101;99990101;RECH;10940;0;10;10000;L;20171231
AAA;504664;1;T;19000101;99990101;RECH;10940;0;10;10000;L;20181231
AAA;504994;1;V;20090101;99990101;NATU;70120;0;12;10000;V;20171231
AAA;505;1;T;20040101;99990101;ECON;21040;0;7;10000;K;20191231
AAA;505;1;V;19000101;99990101;G&M;10710;0;12;10000;V;20201231
AAA;505319;1;T;20150101;99990101;DIV;11010;0;10;10000;K;20171231
AAA;505319;1;T;19000101;99990101;NATU;11010;0;10;10000;L;20181231
AAA;505379;1;T;19000101;99990101;NATU;21040;0;7;8000;K;20181231
AAA;505529;1;V;19990101;99990101;DIV;60810;0;10;10000;V;20171231
AAA;505529;1;V;19000101;99990101;DIV;60810;0;10;10000;V;20181231
AAA;505572;1;V;20120101;99990101;G&M;30820;0;7;9000;V;20171231
AAA;505572;1;V;19000101;99990101;G&M;30820;0;7;9000;V;20181231
AAA;505650;1;V;20100101;99990101;G&M;10920;0;10;6000;V;20171231
AAA;505650;1;V;19000101;99990101;G&M;10920;0;10;6000;V;20181231
AAA;506;1;V;20040101;99990101;G&M;100910;0;11;7500;V;20191231
AAA;506;1;V;19000101;99990101;ECON;10940;0;10;10000;V;20201231
AAA;506340;1;T;20160101;99990101;ECON;11010;0;10;10000;K;20171231
AAA;506340;1;T;19000101;99990101;ECON;11010;0;10;10000;K;20181231
AAA;506710;1;V;20040101;99990101;G&M;10610;0;14;8000;V;20171231
AAA;506710;1;V;19000101;99990101;G&M;10610;0;14;8000;V;20181231
AAA;506818;1;V;20100101;99990101;DIV;30920;0;10;10000;V;20171231
AAA;506818;1;V;19000101;99990101;DIV;30920;0;10;10000;V;20181231
AAA;506948;1;T;20170101;99990101;DIV;60420;0;11;10000;K;20171231
AAA;506948;1;T;19000101;99990101;NATU;60420;0;11;10000;K;20181231
AAA;506978;1;T;20150101;99990101;NATU;21040;0;7;3000;K;20171231
AAA;506978;1;T;19000101;99990101;NATU;21040;0;7;3000;L;20181231
AAA;507;1;T;20040101;99990101;NATU;21040;0;8;8000;K;20191231
AAA;507;1;T;19000101;99990101;NATU;11010;0;10;10000;K;20201231
AAA;507041;1;T;20170101;99990101;G&M;10840;0;10;10000;K;20171231
AAA;507041;1;T;19000101;99990101;G&M;10840;0;10;10000;K;20181231
AAA;507304;1;V;19000101;99990101;DIV;51320;0;4;3500;V;20181231
AAA;507455;1;V;20110101;99990101;ECON;10710;0;12;7000;V;20171231
AAA;507938;1;V;20160101;99990101;NATU;10920;0;11;2500;V;20171231
AAA;508;1;V;20040101;99990101;DIV;30210;0;6;10000;V;20191231
AAA;508;1;V;19000101;99990101;NATU;10930;0;10;4000;V;20201231
AAA;508037;1;T;20170101;99990101;NATU;21040;0;7;10000;K;20171231
AAA;508037;1;T;19000101;99990101;NATU;11010;0;10;10000;L;20181231
AAA;508133;1;V;20160101;99990101;RECH;10940;0;10;10000;L;20171231
AAA;508133;1;T;19000101;99990101;RECH;11010;0;10;10000;L;20181231
AAA;508221;1;T;19000101;99990101;G&M;11010;0;10;10000;L;20181231
AAA;508349;1;V;20120101;99990101;G&M;100230;0;7;6000;V;20171231
AAA;508349;1;V;19000101;99990101;G&M;100230;0;7;6000;V;20181231
AAA;508395;1;V;20100101;99990101;DIV;60320;0;8;10000;V;20171231
AAA;508395;1;V;19000101;99990101;DIV;60320;0;8;10000;V;20181231
AAA;508436;1;V;20170101;99990101;DIV;10930;0;11;10000;V;20171231
AAA;508436;1;V;19000101;99990101;NATU;10930;0;11;10000;V;20181231
AAA;508450;2;T;19000101;99990101;T&C;990100;1;14;0;T;20171231
AAA;508450;1;V;20030101;99990101;T&C;10610;0;14;5000;V;20171231
AAA;508453;1;V;20070101;99990101;G&M;60420;0;11;10000;V;20171231
AAA;508453;1;V;19000101;99990101;G&M;60410;0;11;10000;V;20181231
AAA;508574;1;T;19000101;99990101;G&M;30210;0;6;8600;K;20181231
AAA;508589;1;V;20170101;99990101;DIV;70220;0;15;10000;V;20171231
AAA;508589;1;T;19000101;99990101;DIV;71220;0;15;5000;T;20181231
AAA;508589;1;V;19000101;99990101;DIV;70220;0;15;5000;V;20181231
AAA;50863;1;V;20140101;99990101;G&M;70320;0;12;10000;V;20171231
AAA;50863;1;V;19000101;99990101;G&M;70320;0;12;10000;V;20181231
AAA;508661;1;V;20060101;99990101;G&M;10720;0;11;2000;V;20171231
AAA;508715;1;V;20170101;99990101;ECON;30820;0;99;8000;V;20171231
AAA;508715;1;V;19000101;99990101;ECON;30820;0;7;8000;V;20181231
AAA;508999;1;T;20150101;99990101;G&M;10840;0;10;10000;K;20171231
AAA;508999;1;T;19000101;99990101;G&M;10720;0;11;8000;L;20181231
AAA;509;1;T;20040101;99990101;ECON;30820;0;7;6000;K;20191231
AAA;509;2;T;20040101;99990101;ECON;30820;0;7;4000;K;20191231
AAA;509;1;V;19000101;99990101;RECH;10520;0;16;10000;V;20201231
AAA;509146;2;V;20110101;99990101;ECON;70120;0;13;2250;V;20171231
AAA;509146;1;V;20110101;99990101;ECON;90120;0;13;6750;V;20171231
AAA;509146;1;V;19000101;99990101;ECON;90120;0;13;6800;V;20181231
AAA;509146;1;V;19000101;99990101;ECON;70120;0;13;2300;V;20181231
AAA;509182;1;V;20160101;99990101;DIV;30830;0;6;7000;V;20171231
AAA;509182;1;V;19000101;99990101;DIV;30830;0;7;7000;V;20181231
AAA;50930;1;V;20070101;99990101;DIV;20110;0;7;9000;V;20171231
AAA;50930;1;V;19000101;99990101;DIV;71310;0;8;4500;V;20181231
AAA;50930;1;T;19000101;99990101;DIV;30620;0;8;4500;T;20181231
AAA;509375;1;V;20100101;99990101;DIV;100210;0;9;6000;V;20171231
AAA;509993;1;V;20020101;99990101;G&M;10510;1;18;10000;V;20171231
AAA;509993;1;T;19000101;99990101;G&M;10510;0;18;500;K;20181231
AAA;51;1;T;20040101;99990101;G&M;11010;0;10;10000;K;20191231
AAA;51;1;T;19000101;99990101;NATU;11010;0;10;10000;K;20201231
AAA;510;1;V;20040101;99990101;DIV;100220;0;8;9000;V;20191231
AAA;510;1;V;19000101;99990101;NATU;10720;0;11;10000;V;20201231
AAA;510114;1;T;20170101;99990101;DIV;90130;0;10;6000;K;20171231
AAA;510114;1;T;19000101;99990101;DIV;90130;0;10;6000;K;20181231
AAA;510165;1;T;19000101;99990101;G&M;11010;0;10;4000;K;20181231
AAA;510425;1;V;19000101;99990101;ECON;10720;0;11;10000;V;20181231
AAA;5109;1;V;20020101;99990101;NATU;21030;0;8;10000;V;20171231
AAA;5109;1;V;19000101;99990101;NATU;21030;0;8;10000;V;20181231
AAA;510909;1;T;19000101;99990101;ECON;990900;0;99;2500;K;20181231
AAA;510953;1;V;19990101;99990101;DIV;51930;0;5;10000;V;20171231
AAA;510953;1;V;19000101;99990101;DIV;51930;0;5;10000;V;20181231
AAA;511;1;T;20040101;99990101;DIV;10830;0;11;10000;K;20191231
AAA;511;1;T;19000101;99990101;G&M;21040;0;8;6000;K;20201231
AAA;51116;1;T;19000101;99990101;G&M;10930;0;11;10000;K;20181231
AAA;511310;1;V;20010101;99990101;DIV;30820;0;7;9500;V;20171231
AAA;511310;1;V;19000101;99990101;DIV;30820;0;7;9500;V;20181231
AAA;511372;1;V;20150101;99990101;DIV;30210;0;7;10000;V;20171231
AAA;511372;1;V;19000101;99990101;DIV;30210;0;7;10000;V;20181231
AAA;511617;1;T;20170101;99990101;NATU;10620;0;18;2000;K;20171231
AAA;511617;1;T;19000101;99990101;NATU;10620;0;18;5000;K;20181231
AAA;511624;1;T;20150101;99990101;ECON;11010;0;10;5000;K;20171231
AAA;511624;1;T;19000101;99990101;ECON;11010;0;10;5000;L;20181231
AAA;511624;1;T;19000101;99990101;NATU;10830;0;10;5000;K;20181231
AAA;511731;1;T;20160101;99990101;G&M;10830;0;11;10000;K;20171231
AAA;511731;1;V;19000101;99990101;G&M;10820;0;12;10000;V;20181231
AAA;511743;1;V;20090101;99990101;G&M;10710;0;12;10000;V;20171231
AAA;511743;1;V;19000101;99990101;G&M;10710;0;12;10000;V;20181231
AAA;51196;1;T;20170101;99990101;ECON;20908;0;5;8000;K;20171231
AAA;51196;1;T;19000101;99990101;DIV;70920;0;8;10000;T;20181231
AAA;511964;1;T;20130101;99990101;ECON;11010;0;10;9000;K;20171231
AAA;512;1;T;20040101;99990101;G&M;10830;0;11;8000;K;20191231
AAA;512;1;V;19000101;99990101;G&M;30810;0;8;8000;V;20201231
AAA;512229;1;V;20020101;99990101;NATU;20908;0;5;5000;V;20171231
AAA;512229;1;V;19000101;99990101;NATU;20908;0;5;5000;V;20181231
AAA;51240;1;V;19990101;99990101;DIV;30620;0;10;10000;V;20171231
AAA;51240;1;V;19000101;99990101;DIV;30620;0;10;10000;V;20181231
AAA;512471;1;V;20070101;99990101;G&M;10710;0;12;10000;V;20171231
AAA;512471;1;V;19000101;99990101;G&M;10710;0;12;10000;V;20181231
AAA;512554;1;T;20150101;99990101;RECH;11010;0;10;10000;K;20171231
AAA;512625;1;V;19990101;99990101;G&M;10610;0;14;10000;V;20171231
AAA;512625;1;V;19000101;99990101;G&M;10610;0;14;10000;V;20181231
AAA;512665;1;V;20160101;99990101;ECON;10520;1;16;2000;L;20171231
AAA;512665;1;T;19000101;99990101;ECON;10520;1;16;2000;L;20181231
AAA;512761;1;V;20120101;99990101;DIV;60230;0;12;10000;V;20171231
AAA;512761;1;V;19000101;99990101;DIV;60210;0;12;10000;V;20181231
AAA;513;1;T;20040101;99990101;G&M;21040;0;7;8000;K;20191231
AAA;513;1;T;19000101;99990101;G&M;51920;0;6;10000;K;20201231
AAA;513044;1;T;20150101;99990101;ECON;11010;0;10;10000;K;20171231
AAA;513049;1;V;20050101;99990101;DIV;60140;0;9;9500;V;20171231
AAA;513111;1;T;20170101;99990101;DIV;21050;0;6;1500;K;20171231
AAA;513246;1;T;20170101;99990101;ECON;11010;0;10;10000;K;20171231
AAA;513246;1;T;19000101;99990101;ECON;11010;0;10;10000;L;20181231
AAA;514;1;V;20040101;99990101;RECH;10920;0;12;8000;V;20191231
AAA;514;1;V;19000101;99990101;ECON;71040;0;11;8000;V;20201231
AAA;514091;1;V;20160101;99990101;G&M;10620;0;13;10000;V;20171231
AAA;514091;1;V;19000101;99990101;G&M;10620;0;13;10000;V;20181231
AAA;514184;1;V;20130101;99990101;DIV;10620;0;13;10000;V;20171231
AAA;514335;1;T;19000101;99990101;ECON;10840;0;10;6000;K;20181231
AAA;514550;1;T;20150101;99990101;ECON;11010;0;10;10000;K;20171231
AAA;514550;1;T;19000101;99990101;ECON;11010;0;10;10000;L;20181231
AAA;514565;1;V;20150101;99990101;ECON;10920;0;12;2000;V;20171231
AAA;514565;1;V;19000101;99990101;ECON;10920;0;12;2000;V;20181231
AAA;514590;1;T;20160101;99990101;G&M;10720;0;11;10000;L;20171231
AAA;515;1;V;20040101;99990101;ECON;10520;1;16;8000;V;20191231
AAA;515;2;T;19000101;99990101;DIV;70930;0;8;4000;K;20201231
AAA;515;1;V;19000101;99990101;DIV;80710;0;8;6000;V;20201231
AAA;515141;1;V;19990101;99990101;RECH;10510;1;18;10000;V;20171231
AAA;515141;1;V;19000101;99990101;RECH;10510;1;18;10000;V;20181231
AAA;515522;1;T;20150101;99990101;ECON;11010;0;10;10000;K;20171231
AAA;515522;1;T;19000101;99990101;ECON;11010;0;10;10000;L;20181231
AAA;515591;1;T;20150101;99990101;ECON;11010;0;10;10000;K;20171231
AAA;515599;1;T;20160101;99990101;NATU;10940;0;10;7000;K;20171231
AAA;515599;1;V;19000101;99990101;DIV;80506;0;10;5000;V;20181231
AAA;515667;1;T;20160101;99990101;NATU;10940;0;10;5000;K;20171231
AAA;515667;2;T;20160101;99990101;NATU;10840;0;10;5000;K;20171231
AAA;515667;1;V;19000101;99990101;NATU;10720;0;11;10000;V;20181231
AAA;516;1;V;20040101;99990101;ECON;10520;1;16;10000;V;20191231
AAA;516;1;T;19000101;99990101;ECON;10830;0;11;10000;L;20201231
AAA;516066;1;T;19000101;99990101;ECON;30820;0;7;4000;K;20181231
AAA;516215;1;T;20160101;99990101;G&M;10830;0;11;10000;K;20171231
AAA;516340;1;T;20170101;99990101;DIV;30130;0;9;10000;K;20171231
AAA;516340;1;V;19000101;99990101;DIV;31030;0;9;10000;V;20181231
AAA;51651;1;T;19000101;99990101;NATU;11010;0;10;10000;L;20181231
AAA;516520;1;T;20160101;99990101;G&M;11010;0;10;10000;K;20171231
